"Sequence.Run","Autosampler.Position","Sample.ID","Project","Sample.Type","Species","Tree.No","Tissue","FID_File","FID_Date","FID_Time","X","X.1","CH4_Area","X.2","X.3","X.4","X.5","CO2_Area","X.6","X.7","ECD_File","ECD_Date","ECD_Time","X.8","X.9","O2_Area","X.10","X.11","X.12","X.13","N2O_Area","X.14","X.15","O2_concentration_uncorrected","N2O_concentration_uncorrected","CH4_concentration_uncorrected","CO2_concentration_uncorrected","O2_concentration","CH4_concentration","CO2_concentration","N2O_concentration"
262,250,"Blank","Internal Gas","Blank","","","","F241010s262.CHR","10/11/2024","13:39:57","CH4",1.366,0.4044,2.067,"ppm","CO2",1.856,123.821,248.0505,"ppm","E241010s262.CHR","10/11/2024","13:39:57","O2",1.206,684.38,0,NA,"N2O",2.153,56.471,0.0327,"ppm",158845.319055443,0.187437771535571,1.18103173923821,279.347732117809,210000,3.54309521771464,838.043196353427,0.562313314606714
263,251,"HM5H","Internal Gas","Sample","Tsuga canadensis","HM5","heartwood","F241010s263.CHR","10/11/2024","13:45:22","CH4",1.363,27.9492,121.2044,"ppm","CO2",1.86,2073.9591,7455.2665,"ppm","E241010s263.CHR","10/11/2024","13:45:22","O2",1.203,403.948,0,NA,"N2O",2.146,60.0869,0.0475,"ppm",40430.5351512507,0.202469725052915,42.1587007159346,8182.17596343237,121291.605453752,126.476102147804,24546.5278902971,0.607409175158746
264,252,"Blank","Internal Gas","Blank","","","","F241010s264.CHR","10/11/2024","13:50:47","CH4",1.36,0.508,2.5151,"ppm","CO2",1.853,121.0702,237.8842,"ppm","E241010s264.CHR","10/11/2024","13:50:47","O2",1.2,703.1592,0,NA,"N2O",2.15,56.5508,0.033,"ppm",166774.995090609,0.187769514639829,1.67833663119525,270.07425215309,210000,5.03500989358576,810.222756459269,0.563308543919486
265,253,"HM2S","Internal Gas","Sample","Tsuga canadensis","HM2","sapwood","F241010s265.CHR","10/11/2024","13:56:12","CH4",1.356,0.7832,3.7054,"ppm","CO2",1.856,3038.7324,11020.8239,"ppm","E241010s265.CHR","10/11/2024","13:56:12","O2",1.196,310.2886,0,NA,"N2O",2.14,59.2162,0.0439,"ppm",882.061326593219,0.198850066896564,2.99936275345951,12490.8502102591,2646.18397977966,8.99808826037854,37472.5506307773,0.596550200689691
266,254,"Blank","Internal Gas","Blank","","","","F241010s266.CHR","10/11/2024","14:01:36","CH4",1.356,1.0664,4.9303,"ppm","CO2",1.846,123.2843,246.067,"ppm","E241010s266.CHR","10/11/2024","14:01:36","O2",1.196,712.0056,0,NA,"N2O",2.143,57.5055,0.0369,"ppm",178911.34094469,0.191738376063819,4.35879079788261,277.538412393705,210000,13.0763723936478,832.615237181115,0.575215128191458
267,255,"HM2H","Internal Gas","Sample","Tsuga canadensis","HM2","heartwood","F241010s267.CHR","10/11/2024","14:07:01","CH4",1.36,2.6118,11.6145,"ppm","CO2",1.856,7110.7464,26069.9552,"ppm","E241010s267.CHR","10/11/2024","14:07:01","O2",1.203,257.9165,0,NA,"N2O",2.143,87.4436,0.1596,"ppm",-21232.500863559,0.316196499241339,11.7770821109174,30676.4507596502,0,35.3312463327523,92029.3522789507,0.948589497724016
268,256,"Blank","Internal Gas","Blank","","","","F241010s268.CHR","10/11/2024","14:12:26","CH4",1.366,2.0032,8.9822,"ppm","CO2",1.856,142.1327,315.7259,"ppm","E241010s268.CHR","10/11/2024","14:12:26","O2",1.206,681.5416,0,NA,"N2O",2.153,53.2034,0.0193,"ppm",157646.780648152,0.173853764424403,8.85565588268333,341.080022022545,210000,26.56696764805,1023.24006606763,0.52156129327321
269,257,"WP4S","Internal Gas","Sample","Pinus strobus","WP4","sapwood","F241010s269.CHR","10/11/2024","14:17:51","CH4",1.373,0.3195,1.6998,"ppm","CO2",1.866,1929.0673,6919.7831,"ppm","E241010s269.CHR","10/11/2024","14:17:51","O2",1.196,431.2076,0,NA,"N2O",2.156,52.2755,0.0155,"ppm",51941.1318139523,0.169996315471517,0.773491340327474,7535.0896818817,155823.395441857,2.32047402098242,22605.2690456451,0.50998894641455
270,258,"Blank","Internal Gas","Blank","","","","F241010s270.CHR","10/11/2024","14:23:16","CH4",1.356,0.522,2.5757,"ppm","CO2",1.853,117.335,224.0799,"ppm","E241010s270.CHR","10/11/2024","14:23:16","O2",1.2,674.7176,0,NA,"N2O",2.15,56.8047,0.0341,"ppm",154765.288930508,0.188825023088086,1.74553999497323,257.482168990294,210000,5.2366199849197,772.446506970881,0.566475069264258
271,259,"WP4H","Internal Gas","Sample","Pinus strobus","WP4","heartwood","F241010s271.CHR","10/11/2024","14:28:40","CH4",1.353,3.19,14.1154,"ppm","CO2",1.853,6407.2178,23469.8919,"ppm","E241010s271.CHR","10/11/2024","14:28:40","O2",1.193,218.403,0,NA,"N2O",2.14,96.5508,0.197,"ppm",-37917.4104451985,0.354056784944249,14.5525810349479,27534.4944464665,0,43.6577431048438,82603.4833393996,1.06217035483275
272,260,"Blank","Internal Gas","Blank","","","","F241010s272.CHR","10/11/2024","14:34:05","CH4",1.363,2.0635,9.243,"ppm","CO2",1.856,141.0634,311.774,"ppm","E241010s272.CHR","10/11/2024","14:34:05","O2",1.206,675.96,0,NA,"N2O",2.153,56.5429,0.033,"ppm",155289.902838773,0.187736672903944,9.14511037095562,337.475204469006,210000,27.4353311128669,1012.42561340702,0.563210018711831
273,261,"CHK STD","Internal Gas","Standard","","","","F241010s273.CHR","10/11/2024","14:39:30","CH4",1.356,4.3046,18.9363,"ppm","CO2",1.853,606.7468,2032.8218,"ppm","E241010s273.CHR","10/11/2024","14:39:30","O2",1.2,739.2488,0,NA,"N2O",2.146,121.729,0.3002,"ppm",192168.607412218,0.458727138673718,19.902928839729,1907.38420541503,210000,59.708786519187,5722.15261624508,1.37618141602115
274,262,"Blank","Internal Gas","Blank","","","","F241010s274.CHR","10/11/2024","14:44:54","CH4",1.356,0.3705,1.9204,"ppm","CO2",1.853,110.4116,198.4928,"ppm","E241010s274.CHR","10/11/2024","14:44:54","O2",1.196,704.9742,0,NA,"N2O",2.15,62.0363,0.0555,"ppm",167541.394191946,0.210573735171201,1.01830359409011,234.142045685169,210000,3.05491078227033,702.426137055507,0.631721205513603
275,263,"N2","Internal Gas","Standard","","","","F241010s275.CHR","10/11/2024","14:50:20","CH4",1.36,0.3716,1.9252,"ppm","CO2",1.856,45.9608,0,"ppm","E241010s275.CHR","10/11/2024","14:50:20","O2",1.2,NA,0,NA,"N2O",2.153,22.5114,0,"ppm",NA,0.0462615419198215,1.02358385838695,16.8659069218555,NA,3.07075157516085,50.5977207655664,0.138784625759465
276,264,"Blank","Internal Gas","Blank","","","","F241010s276.CHR","10/11/2024","14:55:45","CH4",1.363,0.3506,1.8343,"ppm","CO2",1.856,108.2436,190.4804,"ppm","E241010s276.CHR","10/11/2024","14:55:45","O2",1.203,694.2422,0,NA,"N2O",2.15,56.4678,0.0327,"ppm",163009.716420295,0.187424468553947,0.922778812719983,226.833297479734,210000,2.76833643815995,680.499892439202,0.562273405661841
277,265,"ROZ1S","Internal Gas","Sample","Quercus rubra","ROZ1","sapwood","F241010s277.CHR","10/11/2024","15:01:09","CH4",1.353,130.6778,565.5282,"ppm","CO2",1.853,4378.5982,15972.6282,"ppm","E241010s277.CHR","10/11/2024","15:01:09","O2",1.196,362.6228,0,NA,"N2O",2.14,82.4144,0.139,"ppm",22980.6199211858,0.295289200745964,599.315427804254,18474.6862748184,68941.8597635575,1797.94628341276,55424.0588244552,0.885867602237892
278,266,"Blank","Internal Gas","Blank","","","","F241010s278.CHR","10/11/2024","15:06:34","CH4",1.363,1.462,6.6414,"ppm","CO2",1.856,131.5564,276.6386,"ppm","E241010s278.CHR","10/11/2024","15:06:34","O2",1.206,678.5671,0,NA,"N2O",2.156,56.0196,0.0308,"ppm",156390.772864721,0.185561219690186,6.25776584863749,305.42526480615,210000,18.7732975459125,916.27579441845,0.556683659070558
279,267,"ROZ1H","Internal Gas","Sample","Quercus rubra","ROZ1","heartwood","F241010s279.CHR","10/11/2024","15:11:58","CH4",1.356,280.6034,1213.9896,"ppm","CO2",1.856,6930.1618,25402.5603,"ppm","E241010s279.CHR","10/11/2024","15:11:58","O2",1.193,264.2568,0,NA,"N2O",2.143,96.4228,0.1965,"ppm",-18555.2555620679,0.353524665679275,1412.44883566489,29869.9605557925,0,4237.34650699468,89609.8816673775,1.06057399703782
280,268,"Blank","Internal Gas","Blank","","","","F241010s280.CHR","10/11/2024","15:17:23","CH4",1.356,2.278,10.1708,"ppm","CO2",1.85,136.2665,294.0459,"ppm","E241010s280.CHR","10/11/2024","15:17:23","O2",1.196,679.5694,0,NA,"N2O",2.143,58.9676,0.0429,"ppm",156814.002517211,0.197816591511622,10.1747619088396,321.303924825717,210000,30.5242857265189,963.91177447715,0.593449774534865
281,269,"BB0S","Internal Gas","Sample","Betula lenta","BB0","sapwood","F241010s281.CHR","10/11/2024","15:22:47","CH4",1.363,2.836,12.5842,"ppm","CO2",1.86,2243.6682,8082.4683,"ppm","E241010s281.CHR","10/11/2024","15:22:47","O2",1.2,405.3062,0,NA,"N2O",2.146,59.9854,0.0471,"ppm",41004.0465889564,0.202047771104518,12.8532959794191,8940.09622161337,123012.139766869,38.5598879382572,26820.2886648401,0.606143313313553
282,270,"Blank","Internal Gas","Blank","","","","F241010s282.CHR","10/11/2024","15:28:12","CH4",1.363,1.047,4.8464,"ppm","CO2",1.856,127.98,263.4211,"ppm","E241010s282.CHR","10/11/2024","15:28:12","O2",1.206,684.5263,0,NA,"N2O",2.156,54.8208,0.0259,"ppm",158907.095467854,0.180577590199163,4.26566613664742,293.368527222239,210000,12.7969984099422,880.105581666718,0.541732770597487
283,271,"BB0H","Internal Gas","Sample","Betula lenta","BB0","heartwood","F241010s283.CHR","10/11/2024","15:33:37","CH4",1.363,3.4098,15.0661,"ppm","CO2",1.86,2065.301,7423.2683,"ppm","E241010s283.CHR","10/11/2024","15:33:37","O2",1.203,405.3409,0,NA,"N2O",2.146,51.2402,0.0113,"ppm",41018.6989574502,0.165692385197862,15.6076738462622,8143.50891854581,123056.096872351,46.8230215387866,24430.5267556374,0.497077155593587
284,272,"Blank","Internal Gas","Blank","","","","F241010s284.CHR","10/11/2024","15:39:02","CH4",1.36,0.4815,2.4005,"ppm","CO2",1.85,127.6484,262.1956,"ppm","E241010s284.CHR","10/11/2024","15:39:02","O2",1.196,688.5077,0,NA,"N2O",2.146,60.6675,0.0499,"ppm",160588.275292682,0.204883384781384,1.55113026404408,292.250639350965,210000,4.65339079213224,876.751918052895,0.614650154344152
285,273,"BBN0S","Internal Gas","Sample","Betula lenta","BBN0","sapwood","F241010s285.CHR","10/11/2024","15:44:26","CH4",1.363,0.2755,1.5095,"ppm","CO2",1.856,2967.4285,10757.3028,"ppm","E241010s285.CHR","10/11/2024","15:44:26","O2",1.203,370.4451,0,NA,"N2O",2.14,66.101,0.0722,"ppm",26283.6522574876,0.227471431861361,0.562280768453829,12172.4072375646,78850.9567724628,1.68684230536149,36517.2217126937,0.682414295584082
286,274,"Blank","Internal Gas","Blank","","","","F241010s286.CHR","10/11/2024","15:49:52","CH4",1.366,1.0318,4.7807,"ppm","CO2",1.86,130.4224,272.4476,"ppm","E241010s286.CHR","10/11/2024","15:49:52","O2",1.206,689.9094,0,NA,"N2O",2.156,59.7458,0.0461,"ppm",161180.154973312,0.201051710355394,4.19270248454561,301.602331012348,210000,12.5781074536368,904.806993037043,0.603155131066183
287,275,"BBN0H","Internal Gas","Sample","Betula lenta","BBN0","heartwood","F241010s287.CHR","10/11/2024","15:55:17","CH4",1.366,0.2946,1.5921,"ppm","CO2",1.86,2390.5144,8625.1746,"ppm","E241010s287.CHR","10/11/2024","15:55:17","O2",1.2,376.9874,0,NA,"N2O",2.146,55.6854,0.0295,"ppm",29046.1937675021,0.184171889546793,0.65396535760807,9595.9108468568,87138.5813025064,1.96189607282421,28787.7325405704,0.552515668640378
288,276,"Blank","Internal Gas","Blank","","","","F241010s288.CHR","10/11/2024","16:00:42","CH4",1.366,0.4994,2.4779,"ppm","CO2",1.856,143.0926,319.2734,"ppm","E241010s288.CHR","10/11/2024","16:00:42","O2",1.206,676.2974,0,NA,"N2O",2.153,56.0452,0.031,"ppm",155432.372842515,0.185667643543181,1.6370545648745,344.31603097199,210000,4.91116369462349,1032.94809291597,0.557002930629543
289,277,"BB10'S","Internal Gas","Sample","Betula lenta","BB10'","sapwood","F241010s289.CHR","10/11/2024","16:06:07","CH4",1.353,2.1157,9.4688,"ppm","CO2",1.853,4228.6066,15418.2973,"ppm","E241010s289.CHR","10/11/2024","16:06:07","O2",1.193,356.0712,0,NA,"N2O",2.14,74.41,0.1062,"ppm",20214.1514075116,0.262013455085346,9.39568291304209,17804.8243039696,60642.4542225347,28.1870487391263,53414.4729119087,0.786040365256039
290,278,"Blank","Internal Gas","Blank","","","","F241010s290.CHR","10/11/2024","16:11:32","CH4",1.366,0.4778,2.3845,"ppm","CO2",1.856,124.5974,250.9199,"ppm","E241010s290.CHR","10/11/2024","16:11:32","O2",1.206,677.8606,0,NA,"N2O",2.15,53.2556,0.0195,"ppm",156092.447264118,0.174070769312151,1.53336937504561,281.965127000973,210000,4.60010812513684,845.895381002919,0.522212307936452
291,279,"BB10'H","Internal Gas","Sample","Betula lenta","BB10'","heartwood","F241010s291.CHR","10/11/2024","16:16:56","CH4",1.363,2.314,10.3265,"ppm","CO2",1.86,3486.3277,12675.0227,"ppm","E241010s291.CHR","10/11/2024","16:16:56","O2",1.203,368.3037,0,NA,"N2O",2.146,71.0392,0.0924,"ppm",25379.4279954475,0.248000426816793,10.3475705585544,14489.8092839717,76138.2839863424,31.0427116756633,43469.4278519152,0.744001280450378
292,280,"Blank","Internal Gas","Blank","","","","F241010s292.CHR","10/11/2024","16:22:21","CH4",1.363,1.1888,5.4597,"ppm","CO2",1.853,129.7088,269.8103,"ppm","E241010s292.CHR","10/11/2024","16:22:21","O2",1.206,687.5092,0,NA,"N2O",2.15,60.0633,0.0474,"ppm",160166.650222332,0.202371615563436,4.94634020691294,299.196647101186,210000,14.8390206207388,897.589941303558,0.607114846690307
293,281,"BB4S","Internal Gas","Sample","Betula lenta","BB4","sapwood","F241010s293.CHR","10/11/2024","16:27:45","CH4",1.356,0.3452,1.811,"ppm","CO2",1.85,3933.1162,14326.2397,"ppm","E241010s293.CHR","10/11/2024","16:27:45","O2",1.203,319.568,0,NA,"N2O",2.136,71.273,0.0934,"ppm",4800.36646210046,0.248972375911722,0.896857515262763,16485.1651916532,14401.0993863014,2.69057254578829,49455.4955749596,0.746917127735166
294,282,"Blank","Internal Gas","Blank","","","","F241010s294.CHR","10/11/2024","16:33:10","CH4",1.366,1.3157,6.0086,"ppm","CO2",1.863,122.0749,241.5973,"ppm","E241010s294.CHR","10/11/2024","16:33:10","O2",1.2,731.2514,0,NA,"N2O",2.156,53.3804,0.02,"ppm",188276.859642227,0.1745895855955,5.55549069715761,273.461290585747,210000,16.6664720914728,820.38387175724,0.523768756786501
295,283,"BB4H","Internal Gas","Sample","Betula lenta","BB4","heartwood","F241010s295.CHR","10/11/2024","16:38:35","CH4",1.356,0.37,1.9182,"ppm","CO2",1.85,4086.3602,14892.5907,"ppm","E241010s295.CHR","10/11/2024","16:38:35","O2",1.203,316.9466,0,NA,"N2O",2.136,70.1174,0.0886,"ppm",3693.45814020264,0.244168336672627,1.01590347395518,17169.5523697402,11080.3744206079,3.04771042186554,51508.6571092207,0.732505010017882
296,284,"Blank","Internal Gas","Blank","","","","F241010s296.CHR","10/11/2024","16:44:00","CH4",1.366,1.1553,5.3148,"ppm","CO2",1.86,133.6608,284.4159,"ppm","E241010s296.CHR","10/11/2024","16:44:00","O2",1.2,800.1548,0,NA,"N2O",2.153,68.3418,0.0814,"ppm",221807.088628496,0.236786844743814,4.78553215787278,312.519605084525,210000,14.3565964736183,937.558815253576,0.710360534231443
297,285,"RMN0S","Internal Gas","Sample","Acer rubrum","RMN0","sapwood","F241010s297.CHR","10/11/2024","16:49:24","CH4",1.363,220.7959,955.3089,"ppm","CO2",1.863,2780.3602,10065.9458,"ppm","E241010s297.CHR","10/11/2024","16:49:24","O2",1.196,386.6386,0,NA,"N2O",2.146,53.1304,0.019,"ppm",33121.4945977075,0.173550290156098,1088.0781058454,11336.960851758,99364.4837931224,3264.23431753621,34010.8825552741,0.520650870468293
298,286,"Blank","Internal Gas","Blank","","","","F241010s298.CHR","10/11/2024","16:54:49","CH4",1.366,1.5782,7.144,"ppm","CO2",1.863,120.5411,235.9288,"ppm","E241010s298.CHR","10/11/2024","16:54:49","O2",1.2,734.208,0,NA,"N2O",2.16,58.6714,0.0417,"ppm",189715.619921412,0.196585234275018,6.8155537679947,268.290553502031,210000,20.4466613039841,804.871660506092,0.589755702825053
299,287,"RMN0H","Internal Gas","Sample","Acer rubrum","RMN0","heartwood","F241010s299.CHR","10/11/2024","17:00:14","CH4",1.36,1553.3073,6718.7148,"ppm","CO2",1.86,4247.2154,15487.0707,"ppm","E241010s299.CHR","10/11/2024","17:00:14","O2",1.2,308.1844,0,NA,"N2O",2.143,79.7196,0.128,"ppm",-6.45492080794065,0.284086427345555,8315.05959329753,17887.9311409066,0,24945.1787798926,53663.7934227199,0.852259282036665
300,288,"Blank","Internal Gas","Blank","","","","F241010s300.CHR","10/11/2024","17:05:39","CH4",1.366,5.1904,22.7675,"ppm","CO2",1.863,132.777,281.1496,"ppm","E241010s300.CHR","10/11/2024","17:05:39","O2",1.2,754.6466,0,NA,"N2O",2.16,62.7638,0.0585,"ppm",199661.586857133,0.213598084899863,24.1549816707671,309.540143984911,210000,72.4649450123012,928.620431954733,0.640794254699588
301,289,"Atm1","Internal Gas","Sample","At","","","F241010s301.CHR","10/11/2024","17:11:05","CH4",1.363,0.2936,1.5878,"ppm","CO2",1.86,65.7464,33.4215,"ppm","E241010s301.CHR","10/11/2024","17:11:05","O2",1.196,461.9755,0,NA,"N2O",2.16,28.9115,0,"ppm",64933.1378249846,0.0728679208867045,0.649165117338215,83.5669994003882,194799.413474954,1.94749535201464,250.700998201165,0.218603762660114
302,290,"Blank","Internal Gas","Blank","","","","F241010s302.CHR","10/11/2024","17:16:30","CH4",1.356,0.3844,1.9805,"ppm","CO2",1.846,116.9444,222.6363,"ppm","E241010s302.CHR","10/11/2024","17:16:30","O2",1.196,687.3187,0,NA,"N2O",2.143,57.4938,0.0369,"ppm",160086.209986076,0.191689737037255,1.0850269338411,256.16538068354,210000,3.25508080152331,768.496142050619,0.575069211111766
303,291,"Atm2","Internal Gas","Sample","At","","","F241010s303.CHR","10/11/2024","17:21:54","CH4",1.366,0.3304,1.747,"ppm","CO2",1.86,65.535,32.6402,"ppm","E241010s303.CHR","10/11/2024","17:21:54","O2",1.196,453.119,0,NA,"N2O",2.163,28.6194,0,"ppm",61193.4057913812,0.0716536080953065,0.8258139592689,82.8543290264818,183580.217374144,2.4774418778067,248.562987079446,0.21496082428592
304,292,"Blank","Internal Gas","Blank","","","","F241010s304.CHR","10/11/2024","17:27:20","CH4",1.356,0.3291,1.7413,"ppm","CO2",1.846,112.8413,207.4723,"ppm","E241010s304.CHR","10/11/2024","17:27:20","O2",1.196,668.4437,0,NA,"N2O",2.143,55.329,0.028,"ppm",152116.081590631,0.18269026996838,0.819573646918088,242.333035313742,210000,2.45872094075426,726.999105941226,0.548070809905141
305,293,"Atm3","Internal Gas","Sample","At","","","F241010s305.CHR","10/11/2024","17:32:44","CH4",1.363,0.6476,3.1189,"ppm","CO2",1.856,67.6811,40.5717,"ppm","E241010s305.CHR","10/11/2024","17:32:44","O2",1.203,428.1992,0,NA,"N2O",2.156,28.5719,0,"ppm",50670.8094687942,0.07145614196182,2.34845017286709,90.0892480872219,152012.428406383,7.04535051860128,270.267744261666,0.21436842588546
306,294,"Blank","Internal Gas","Blank","","","","F241010s306.CHR","10/11/2024","17:38:09","CH4",1.366,0.3482,1.824,"ppm","CO2",1.856,117.0027,222.8518,"ppm","E241010s306.CHR","10/11/2024","17:38:09","O2",1.203,704.3564,0,NA,"N2O",2.153,54.7452,0.0256,"ppm",167280.522916571,0.180263307258287,0.91125823607233,256.361921283344,210000,2.73377470821699,769.085763850033,0.540789921774862
307,295,"SM2S","Internal Gas","Sample","Acer saccharum","SM2","sapwood","F241010s307.CHR","10/11/2024","17:43:34","CH4",1.36,0.3741,1.936,"ppm","CO2",1.853,45.3862,0,"ppm","E241010s307.CHR","10/11/2024","17:43:34","O2",1.203,307.0949,0,NA,"N2O",2.153,18.0456,0,"ppm",-466.505510839095,0.0276963996266845,1.03558445906159,14.9288189519094,0,3.10675337718477,44.7864568557283,0.0830891988800535
308,296,"Blank","Internal Gas","Blank","","","","F241010s308.CHR","10/11/2024","17:48:59","CH4",1.366,0.3108,1.6622,"ppm","CO2",1.856,113.414,209.5889,"ppm","E241010s308.CHR","10/11/2024","17:48:59","O2",1.206,667.6146,0,NA,"N2O",2.153,53.1891,0.0192,"ppm",151765.987103072,0.173794316725269,0.731729249979731,244.263718015427,210000,2.19518774993919,732.79115404628,0.521382950175808
309,297,"SM2H","Internal Gas","Sample","Acer saccharum","SM2","heartwood","F241010s309.CHR","10/11/2024","17:54:24","CH4",1.363,3.3676,14.8835,"ppm","CO2",1.863,3176.2752,11529.1473,"ppm","E241010s309.CHR","10/11/2024","17:54:24","O2",1.203,363.2994,0,NA,"N2O",2.15,66.3328,0.0731,"ppm",23266.3199938936,0.228435066592775,15.4051037068743,13105.1158830306,69798.9599816808,46.2153111206229,39315.3476490917,0.685305199778324
310,298,"Blank","Internal Gas","Blank","","","","F241010s310.CHR","10/11/2024","17:59:48","CH4",1.366,0.5568,2.7262,"ppm","CO2",1.856,124.3435,249.9815,"ppm","E241010s310.CHR","10/11/2024","17:59:48","O2",1.203,736.4049,0,NA,"N2O",2.153,60.8006,0.0504,"ppm",190784.68995366,0.205436705673322,1.91258835636421,281.109180889645,210000,5.73776506909262,843.327542668934,0.616310117019966
311,299,"BB7S","Internal Gas","Sample","Betula lenta","BB7","sapwood","F241010s311.CHR","10/11/2024","18:05:14","CH4",1.363,2.8716,12.7382,"ppm","CO2",1.866,2886.011,10456.4044,"ppm","E241010s311.CHR","10/11/2024","18:05:14","O2",1.196,433.6819,0,NA,"N2O",2.153,64.8512,0.067,"ppm",52985.9259166729,0.222275786100699,13.0241845330259,11808.7969619786,158957.777750019,39.0725535990778,35426.3908859357,0.666827358302097
312,300,"Blank","Internal Gas","Blank","","","","F241010s312.CHR","10/11/2024","18:10:39","CH4",1.366,1.4248,6.4805,"ppm","CO2",1.86,119.1736,230.8749,"ppm","E241010s312.CHR","10/11/2024","18:10:39","O2",1.2,750.7848,0,NA,"N2O",2.16,64.952,0.0675,"ppm",197782.332157087,0.222694830021866,6.07919691059886,263.680445950862,210000,18.2375907317966,791.041337852587,0.668084490065598
313,301,"BB7H","Internal Gas","Sample","Betula lenta","BB7","heartwood","F241010s313.CHR","10/11/2024","18:16:03","CH4",1.363,3.9778,17.5228,"ppm","CO2",1.86,2893.624,10484.5401,"ppm","E241010s313.CHR","10/11/2024","18:16:03","O2",1.203,385.7066,0,NA,"N2O",2.146,60.1959,0.048,"ppm",32727.9497148171,0.202922857864495,18.3342103195402,11842.7965938518,98183.8491444514,55.0026309586205,35528.3897815553,0.608768573593484
314,302,"Blank","Internal Gas","Blank","","","","F241010s314.CHR","10/11/2024","18:21:28","CH4",1.356,0.3726,1.9295,"ppm","CO2",1.846,109.8694,196.4889,"ppm","E241010s314.CHR","10/11/2024","18:21:28","O2",1.196,668.7108,0,NA,"N2O",2.143,52.8184,0.0177,"ppm",152228.866824772,0.172253249447723,1.02838409865681,232.314184395046,210000,3.08515229597042,696.942553185138,0.51675974834317
315,303,"HM15S","Internal Gas","Sample","Tsuga canadensis","HM15","sapwood","F241010s315.CHR","10/11/2024","18:26:53","CH4",1.363,0.3887,1.9991,"ppm","CO2",1.856,1702.7568,6083.3969,"ppm","E241010s315.CHR","10/11/2024","18:26:53","O2",1.203,371.3653,0,NA,"N2O",2.143,46.116,0,"ppm",26672.2144905731,0.144390154435515,1.10566796700148,6524.38776554914,80016.6434717193,3.31700390100444,19573.1632966474,0.433170463306544
316,304,"Blank","Internal Gas","Blank","","","","F241010s316.CHR","10/11/2024","18:32:18","CH4",1.366,0.6404,3.0878,"ppm","CO2",1.86,115.8828,218.7129,"ppm","E241010s316.CHR","10/11/2024","18:32:18","O2",1.203,714.9521,0,NA,"N2O",2.156,61.115,0.0517,"ppm",180345.186294963,0.206743723617915,2.31388844292413,252.586521322428,210000,6.9416653287724,757.759563967284,0.620231170853744
317,305,"HM15H","Internal Gas","Sample","Tsuga canadensis","HM15","heartwood","F241010s317.CHR","10/11/2024","18:37:43","CH4",1.363,0.5187,2.5614,"ppm","CO2",1.866,3126.2068,11344.1072,"ppm","E241010s317.CHR","10/11/2024","18:37:43","O2",1.193,405.7744,0,NA,"N2O",2.153,66.6078,0.0742,"ppm",41201.7479990093,0.229578291576118,1.72969920208271,12881.5105804586,123605.243997028,5.18909760624813,38644.5317413759,0.688734874728353
318,306,"Blank","Internal Gas","Blank","","","","F241010s318.CHR","10/11/2024","18:43:08","CH4",1.36,1.5746,7.1284,"ppm","CO2",1.85,117.371,224.2129,"ppm","E241010s318.CHR","10/11/2024","18:43:08","O2",1.2,673.4182,0,NA,"N2O",2.15,55.9195,0.0304,"ppm",154216.606290135,0.185145085796249,6.79827290302322,257.603531967875,210000,20.3948187090697,772.810595903624,0.555435257388748
319,307,"WP2S","Internal Gas","Sample","Pinus strobus","WP2","sapwood","F241010s319.CHR","10/11/2024","18:48:32","CH4",1.366,0.3086,1.6527,"ppm","CO2",1.86,2519.4148,9101.5578,"ppm","E241010s319.CHR","10/11/2024","18:48:32","O2",1.203,339.2765,0,NA,"N2O",2.15,53.7174,0.0214,"ppm",13122.4472823199,0.175990555847815,0.721168721386048,10171.5795908878,39367.3418469598,2.16350616415815,30514.7387726635,0.527971667543445
320,308,"Blank","Internal Gas","Blank","","","","F241010s320.CHR","10/11/2024","18:53:58","CH4",1.366,0.4318,2.1855,"ppm","CO2",1.856,108.2076,190.3473,"ppm","E241010s320.CHR","10/11/2024","18:53:58","O2",1.206,673.8051,0,NA,"N2O",2.156,56.0668,0.031,"ppm",154379.978087549,0.185757438669145,1.31255832263226,226.711934502153,210000,3.93767496789677,680.135803506459,0.557272316007436
321,309,"WP2H","Internal Gas","Sample","Pinus strobus","WP2","heartwood","F241010s321.CHR","10/11/2024","18:59:22","CH4",1.36,0.3048,1.6362,"ppm","CO2",1.853,3540.9926,12877.0503,"ppm","E241010s321.CHR","10/11/2024","18:59:22","O2",1.193,370.9472,0,NA,"N2O",2.136,63.6844,0.0623,"ppm",26495.6682292679,0.217425186425919,0.702927808360597,14733.9425397691,79487.0046878038,2.10878342508179,44201.8276193073,0.652275559277757
322,310,"Blank","Internal Gas","Blank","","","","F241010s322.CHR","10/11/2024","19:04:47","CH4",1.366,1.1125,5.1297,"ppm","CO2",1.853,116.7728,222.0021,"ppm","E241010s322.CHR","10/11/2024","19:04:47","O2",1.206,655.3,0,NA,"N2O",2.15,58.4104,0.0406,"ppm",146566.043095732,0.195500209836281,4.58008187432296,255.586883823737,210000,13.7402456229689,766.76065147121,0.586500629508844
323,311,"N2",NA,"Standard","","","","F241010s323.CHR","10/11/2024","19:10:12","CH4",1.353,0.3898,2.0039,"ppm","CO2",1.846,94.0692,138.0954,"ppm","E241010s323.CHR","10/11/2024","19:10:12","O2",1.196,NA,0,NA,"N2O",2.143,33.7246,0,"ppm",NA,0.0928768524042597,1.11094823129832,179.048647773497,NA,3.33284469389497,537.145943320492,0.278630557212779
